%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,ethVlanID,srcIP,srcIPCC,srcIPOrg,srcPort,dstIP,dstIPCC,dstIPOrg,dstPort,l4Proto,macStat,macPairs,srcMac_dstMac_numP,srcManuf_dstManuf,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipTOS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpMPTBF,tcpMPF,tcpMPAID,tcpMPdssF,tcpTmS,tcpTmER,tcpEcI,tcpUtm,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStates,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF
B,259,0x0400000000004001,1527823322.723952,1527823322.723952,0.0,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,70:5a:0f:e4:9b:c0,0x0800,,192.168.1.1,07,Private network,53,192.168.1.236,07,Private network,53387,17,0x00,1,14:cc:20:51:33:ea_70:5a:0f:e4:9b:c0_1,Tp-LinkT_HewlettP,53,domain,1,1,232,38,232,232,232.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7185185,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.203926,0.203926,0.203926,0.0,0.203926,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,6,7,7,0.7
A,260,0x0400000000004000,1527823322.73668,1527823322.73668,0.0,1,3,eth:ipv4:udp,70:5a:0f:e4:9b:c0,14:cc:20:51:33:ea,0x0800,,192.168.1.236,07,Private network,60854,192.168.1.1,07,Private network,53,17,0x00,1,70:5a:0f:e4:9b:c0_14:cc:20:51:33:ea_1,HewlettP_Tp-LinkT,53,domain,1,1,38,71,38,38,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3027523,0x0000,65535,0,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,10,6,6,1.0
B,260,0x0400000000004001,1527823322.737104,1527823322.737104,0.0,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,70:5a:0f:e4:9b:c0,0x0800,,192.168.1.1,07,Private network,53,192.168.1.236,07,Private network,60854,17,0x00,1,14:cc:20:51:33:ea_70:5a:0f:e4:9b:c0_1,Tp-LinkT_HewlettP,53,domain,1,1,71,38,71,71,71.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027523,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.000424,0.000424,0.000424,0.0,0.000424,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,6,5,5,0.5
A,265,0x0400000000004000,1527823324.131433,1527823324.131433,0.0,1,3,eth:ipv4:udp,70:5a:0f:e4:9b:c0,14:cc:20:51:33:ea,0x0800,,192.168.1.236,07,Private network,52384,192.168.1.1,07,Private network,53,17,0x00,1,70:5a:0f:e4:9b:c0_14:cc:20:51:33:ea_1,HewlettP_Tp-LinkT,53,domain,1,1,35,74,35,35,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3577982,0x0000,65535,0,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,10,4,4,0.6666667
B,265,0x0400000000004001,1527823324.441228,1527823324.441228,0.0,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,70:5a:0f:e4:9b:c0,0x0800,,192.168.1.1,07,Private network,53,192.168.1.236,07,Private network,52384,17,0x00,1,14:cc:20:51:33:ea_70:5a:0f:e4:9b:c0_1,Tp-LinkT_HewlettP,53,domain,1,1,74,35,74,74,74.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577982,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.309795,0.309795,0.309795,0.0,0.309795,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,6,3,3,0.3
A,245,0x0400000000004000,1527823319.92548,1527823324.920064,4.994584,1,3,eth:ipv4:udp,70:5a:0f:e4:9b:c0,ff:ff:ff:ff:ff:ff,0x0800,,192.168.1.236,07,Private network,137,192.168.1.255,07,Private network,137,17,0x00,1,70:5a:0f:e4:9b:c0_ff:ff:ff:ff:ff:ff_6,HewlettP_-,137,netbios-ns,6,0,408,0,68,68,68.0,0.0,0,1.011481,0.8324307,0.2860487,1.201301,81.68848,1.0,1.0,0x0000,1,1,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,2,1,1,0.1666667
A,257,0x0000000000000004,1527823322.450416,1527823325.070942,2.620526,1,2,eth:llc,ec:1a:59:79:f4:89,ff:ff:ff:ff:ff:ff,0x0001,,-,-,-,0,-,-,-,0,0,0x00,1,ec:1a:59:79:f4:89_ff:ff:ff:ff:ff:ff_2,BelkinIn_-,0,unknown,2,0,6,0,3,3,3.0,0.0,0,2.620526,1.310263,0.9264959,0.7632055,2.289617,1.0,1.0,0x0001,65535,0,0,0,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,0,0,0,0,0.0
A,258,0x0000000000000004,1527823322.494576,1527823325.096026,2.60145,1,2,eth:eapol,14:cc:20:51:33:e9,ec:1a:59:79:f4:89,0x888e,,-,-,-,0,-,-,-,0,0,0x00,1,14:cc:20:51:33:e9_ec:1a:59:79:f4:89_6,Tp-LinkT_BelkinIn,0,unknown,6,6,690,642,99,123,115.0,9.202898,0,2.553514,0.433575,0.824533,2.306406,265.2367,0.0,0.03603604,0x0001,65535,0,0,0,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,0,0,0,0,0.0
B,258,0x0000000000000005,1527823322.50672,1527823325.101226,2.594506,1,2,eth:eapol,ec:1a:59:79:f4:89,14:cc:20:51:33:e9,0x888e,,-,-,-,0,-,-,-,0,0,0x00,1,ec:1a:59:79:f4:89_14:cc:20:51:33:e9_6,BelkinIn_Tp-LinkT,0,unknown,6,6,642,690,99,123,107.0,9.202898,0,2.559169,0.4324177,0.8271737,2.312579,247.446,0.0,-0.03603604,0x0001,65535,0,0,0,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,0,0,0,0,0.0
A,610,0x0400000000004000,1527823505.563549,1527823507.192344,1.628795,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4530,184.73.174.14,us,Amazoncom,8443,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_11,BelkinIn_Tp-LinkT,8443,pcsync-https,11,10,659,3118,0,245,59.90909,77.77953,0,0.503384,0.1480723,0.1375281,6.753458,404.5936,0.04761905,-0.6510458,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1232159605,8,658,2,4,3119,0,11680,10210.98,5840,11680,1,2,1,0.0,0x1e,0x0004,11,35,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294949147,3029839668,0.004,17179797.403997,1510643709.788348,0.0,0.001084,0.517047,0.05185492,0.134635,0.206369,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,3,3,0.3
B,610,0x0400000000004001,1527823505.769918,1527823507.184563,1.414645,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.174.14,us,Amazoncom,8443,192.168.1.165,07,Private network,4530,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_10,Tp-LinkT_BelkinIn,8443,pcsync-https,10,11,3118,659,0,1448,311.8,464.3176,0,0.724189,0.1414645,0.1953268,7.068912,2204.087,-0.04761905,0.6510458,0x00d4,1,38749,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2321496404,10,3117,0,4,621,1,3706880,180314.0,30080,3706880,1,2,1,0.0,0x1b,0x0003,10,32,0x0000011e,1460,128,0x0000,0x00,0,0x00,3029839668,4294949091,0.004,12119359.247639,1515704147.936925,0.206369,0.206214,0.245913,0.2144152,0.01033445,0.2662701,0.135031,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,2,2,2.0
A,266,0x0400000000004000,1527823324.619756,1527823324.619756,0.0,1,3,eth:ipv4:udp,70:5a:0f:e4:9b:c0,14:cc:20:51:33:ea,0x0800,,192.168.1.236,07,Private network,53719,192.168.1.1,07,Private network,53,17,0x00,1,70:5a:0f:e4:9b:c0_14:cc:20:51:33:ea_1,HewlettP_Tp-LinkT,53,domain,1,1,35,250,35,35,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7543859,0x0000,65535,0,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,5,10,2,2,0.4
B,266,0x0400000000004001,1527823325.391775,1527823325.391775,0.0,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,70:5a:0f:e4:9b:c0,0x0800,,192.168.1.1,07,Private network,53,192.168.1.236,07,Private network,53719,17,0x00,1,14:cc:20:51:33:ea_70:5a:0f:e4:9b:c0_1,Tp-LinkT_HewlettP,53,domain,1,1,250,35,250,250,250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543859,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.772019,0.772019,0.772019,0.0,0.772019,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,5,1,1,0.1
A,234,0x0800000000008001,1527823318.503899,1527823325.832102,7.328203,1,4,eth:ipv6:ipv6.hopopts:icmpv6,70:ee:50:18:34:43,33:33:00:00:00:16,0x86dd,,fe80::72ee:50ff:fe18:3443,02,Link-local,0,ff02::16,10,Multicast,0,58,0x00,1,70:ee:50:18:34:43_33:33:00:00:00:16_2,Netatmo_-,0,unknown,2,0,60,0,20,40,30.0,7.071068,0,7.328203,3.664102,2.590911,0.2729182,8.187546,1.0,1.0,0x0000,65535,0,1,1,0,0x00,0x0000,0,0x00_0x00000000,4_0,0x00000022_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x01,2,0x00008000_0x00000000_0x0001,0x00000000,0.0,0,1,3,1,3,3.0
A,589,0x0400000000004000,1527823478.269467,1527823508.26692,29.997453,1,3,eth:ipv4:tcp,7c:70:bc:5d:5e:dc,14:cc:20:51:33:ea,0x0800,,192.168.1.230,07,Private network,50013,34.230.191.96,us,Amazon Technologies Inc,443,6,0x00,1,7c:70:bc:5d:5e:dc_14:cc:20:51:33:ea_11,IEEERegi_Tp-LinkT,443,https,11,7,824,369,0,517,74.90909,126.1543,0,28.19432,2.727041,7.541472,0.3666978,27.469,0.2222222,0.3813914,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1392684505,8,823,2,4,370,0,467200,29308.41,14624,467200,1,2,1,0.0,0x1e,0x0004,11,35,0x0000011e,1460,32,0x0000,0x00,0,0x00,4294959705,4327636,0.01,42949596.090002,1484873912.176919,0.0,0.002063,1.08434,0.210371,0.3915408,0.209699,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,5,1,2,7,1.4
B,589,0x0400000000004001,1527823478.479166,1527823507.18258,28.703414,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,7c:70:bc:5d:5e:dc,0x0800,,34.230.191.96,us,Amazon Technologies Inc,443,192.168.1.230,07,Private network,50013,6,0x00,1,14:cc:20:51:33:ea_7c:70:bc:5d:5e:dc_7,Tp-LinkT_IEEERegi,443,https,7,11,369,824,0,183,52.71429,64.59273,0,28.23384,4.100488,8.998034,0.2438734,12.85561,-0.2222222,-0.3813914,0x00d4,1,59839,36,36,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,790693051,7,368,0,2,792,1,3436416,429803.1,28032,3436416,1,1,1,0.0,0x1b,0x0003,7,23,0x0000011e,1460,128,0x0000,0x00,0,0x00,4327636,4294956776,0.004,17310.544822,1527806196.637758,0.209699,0.209575,28.19226,8.206257,11.60731,8.416628,11.61391,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,5,1,6,6.0
A,615,0x0400000000004001,1527823508.474824,1527823508.474824,0.0,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,7c:70:bc:5d:5e:dc,0x0800,,34.230.191.96,us,Amazon Technologies Inc,443,192.168.1.230,07,Private network,50013,6,0x00,1,14:cc:20:51:33:ea_7c:70:bc:5d:5e:dc_1,Tp-LinkT_IEEERegi,443,https,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0x0040,65535,0,36,36,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,790693422,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0x04,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0xc3,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,5,1,7,7.0
A,271,0x0400000000004001,1527823326.645335,1527823326.672526,0.027191,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,ec:1a:59:79:f4:89,0x0800,,192.168.1.1,07,Private network,67,192.168.1.223,07,Private network,68,17,0x00,1,14:cc:20:51:33:ea_ec:1a:59:79:f4:89_2,Tp-LinkT_BelkinIn,67,bootps,2,0,620,0,310,310,310.0,0.0,0,0.027191,0.0135955,0.00961347,73.55375,22801.66,1.0,1.0,0x0000,1,1,64,64,0,0xc0,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,9,10,5,1,0.1111111
A,127,0x0400100000004000,1527823306.405525,1527823327.081157,20.675632,1,3,eth:ipv4:udp,e0:76:d0:33:bb:85,ff:ff:ff:ff:ff:ff,0x0800,,192.168.1.177,07,Private network,137,192.168.1.255,07,Private network,137,17,0x00,1,e0:76:d0:33:bb:85_ff:ff:ff:ff:ff:ff_24,AMPAKTec_-,137,netbios-ns,24,0,1578,0,50,68,65.75,5.644908,0,10.33846,0.8614846,2.039665,1.160787,76.32173,1.0,1.0,0x0000,0,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,1,2,1,1.0
A,611,0x0400000000004000,1527823507.254626,1527823509.374209,2.119583,1,3,eth:ipv4:tcp,ec:1a:59:83:28:11,14:cc:20:51:33:ea,0x0800,,192.168.1.165,07,Private network,4531,184.73.174.14,us,Amazoncom,8443,6,0x00,1,ec:1a:59:83:28:11_14:cc:20:51:33:ea_18,BelkinIn_Tp-LinkT,8443,pcsync-https,18,17,9650,2366,0,1448,536.1111,601.626,0,0.509937,0.1177546,0.1273454,8.492237,4552.783,0.02857143,0.6061918,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1231241422,15,9649,2,4,2367,0,11680,8735.837,5840,11680,1,1,1,0.0,0x1e,0x0004,18,56,0x0000011e,1460,2,0x0000,0x00,0,0x00,4294949692,3029840214,0.004,17179799.583997,1510643709.790213,0.0,0.000919,0.513989,0.03471567,0.1070907,0.215856,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,1,2,2,0.2
B,611,0x0400000000004001,1527823507.470482,1527823509.366962,1.89648,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,ec:1a:59:83:28:11,0x0800,,184.73.174.14,us,Amazoncom,8443,192.168.1.165,07,Private network,4531,6,0x00,1,14:cc:20:51:33:ea_ec:1a:59:83:28:11_17,Tp-LinkT_BelkinIn,8443,pcsync-https,17,18,2366,9650,0,1448,139.1765,303.8046,0,0.730508,0.1115576,0.1668558,8.963975,1247.574,-0.02857143,-0.6061918,0x00d4,1,54977,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1460762996,17,2365,0,11,9612,1,3706880,65428.29,30080,3706880,1,10,1,0.0,0x1b,0x0003,17,53,0x0000011e,1460,128,0x0000,0x00,0,0x00,3029840214,4294949634,0.004,12119361.431639,1515704147.935324,0.215856,0.001655,0.227189,0.1792925,0.0774261,0.2140081,0.1321485,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,10,1,1,1.0
A,276,0x0400000000004000,1527823327.809156,1527823327.809156,0.0,1,3,eth:ipv4:udp,ec:1a:59:79:f4:89,14:cc:20:51:33:ea,0x0800,,192.168.1.223,07,Private network,3072,129.132.2.21,ch,Swiss Federal Institute of Tec,123,17,0x00,1,ec:1a:59:79:f4:89_14:cc:20:51:33:ea_1,BelkinIn_Tp-LinkT,123,ntp,1,0,48,0,48,48,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,10,2,1,5,0.5
A,279,0x0400100002004000,1527823328.069895,1527823328.08303,0.013135,1,4,eth:ipv4:udp:ssdp,ec:1a:59:79:f4:89,01:00:5e:7f:ff:fa,0x0800,,192.168.1.223,07,Private network,3074,239.255.255.250,10,Multicast,1900,17,0x00,1,ec:1a:59:79:f4:89_01:00:5e:7f:ff:fa_13,BelkinIn_-,1900,ssdp,13,0,5308,0,380,422,408.3077,10.90729,0,0.004868,0.001010385,0.001551691,989.7221,404111.2,1.0,1.0,0x0000,0,0,4,4,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,9,5,2,2,0.2222222
A,280,0x0400000000004001,1527823328.106517,1527823328.106517,0.0,1,3,eth:ipv4:icmp,14:cc:20:51:33:ea,ec:1a:59:79:f4:89,0x0800,,62.40.124.22,gb,IP allocation for GEANT networ,0,192.168.1.223,07,Private network,0,1,0x00,1,14:cc:20:51:33:ea_ec:1a:59:79:f4:89_1,Tp-LinkT_BelkinIn,0,unknown,1,0,68,0,68,68,68.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0x0000,65535,0,235,235,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x01,1,0x00000000_0x00000008_0x2000,0x00000000,0.0,276,2,9,1,6,3.0
A,282,0x0400000000004000,1527823328.165191,1527823328.165191,0.0,1,3,eth:ipv4:udp,70:ee:50:18:34:43,14:cc:20:51:33:ea,0x0800,,192.168.1.241,07,Private network,65041,192.168.1.1,07,Private network,53,17,0x00,1,70:ee:50:18:34:43_14:cc:20:51:33:ea_1,Netatmo_Tp-LinkT,53,domain,1,1,40,462,40,40,40.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8406374,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,15,9,24,24,1.6
B,282,0x0400000000004001,1527823328.178279,1527823328.178279,0.0,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,70:ee:50:18:34:43,0x0800,,192.168.1.1,07,Private network,53,192.168.1.241,07,Private network,65041,17,0x00,1,14:cc:20:51:33:ea_70:ee:50:18:34:43_1,Tp-LinkT_Netatmo,53,domain,1,1,462,40,462,462,462.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8406374,0x0000,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.013088,0.013088,0.013088,0.0,0.013088,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,9,15,23,23,2.555556
A,285,0x0400000000004000,1527823328.246225,1527823328.246225,0.0,1,3,eth:ipv4:udp,70:ee:50:18:34:43,14:cc:20:51:33:ea,0x0800,,192.168.1.241,07,Private network,46381,45.76.113.31,us,Choopa,123,17,0x00,1,70:ee:50:18:34:43_14:cc:20:51:33:ea_1,Netatmo_Tp-LinkT,123,ntp,1,1,48,48,48,48,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0x0000,65535,0,64,64,0,0x10,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,0.0,0.0,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,15,1,20,84,5.6
B,285,0x0400000000004001,1527823328.255147,1527823328.255147,0.0,1,3,eth:ipv4:udp,14:cc:20:51:33:ea,70:ee:50:18:34:43,0x0800,,45.76.113.31,us,Choopa,123,192.168.1.241,07,Private network,46381,17,0x00,1,14:cc:20:51:33:ea_70:ee:50:18:34:43_1,Tp-LinkT_Netatmo,123,ntp,1,1,48,48,48,48,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0x0000,65535,0,54,54,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0x00,0x0000,0,0,0x00000000,0,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.008922,0.008922,0.008922,0.0,0.008922,0.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,15,19,83,83.0
